Created as New Dataset;Sample 003 By Administrator Date maandag, maart 02 2026
cm-1;%T
2980,00;91,31
2979,00;91,41
2978,00;91,49
2977,00;91,57
2976,00;91,65
2975,00;91,74
2974,00;91,84
2973,00;91,94
2972,00;92,05
2971,00;92,14
2970,00;92,21
2969,00;92,27
2968,00;92,33
2967,00;92,39
2966,00;92,47
2965,00;92,54
2964,00;92,61
2963,00;92,67
2962,00;92,72
2961,00;92,78
2960,00;92,84
2959,00;92,91
2958,00;93,00
2957,00;93,08
2956,00;93,16
2955,00;93,24
2954,00;93,30
2953,00;93,37
2952,00;93,43
2951,00;93,49
2950,00;93,55
2949,00;93,61
2948,00;93,67
2947,00;93,74
2946,00;93,80
2945,00;93,85
2944,00;93,90
2943,00;93,96
2942,00;94,01
2941,00;94,08
2940,00;94,15
2939,00;94,22
2938,00;94,29
2937,00;94,35
2936,00;94,41
2935,00;94,45
2934,00;94,50
2933,00;94,55
2932,00;94,61
2931,00;94,67
2930,00;94,73
2929,00;94,80
2928,00;94,87
2927,00;94,92
2926,00;94,96
2925,00;95,00
2924,00;95,03
2923,00;95,08
2922,00;95,13
2921,00;95,17
2920,00;95,21
2919,00;95,25
2918,00;95,29
2917,00;95,34
2916,00;95,38
2915,00;95,43
2914,00;95,47
2913,00;95,50
2912,00;95,53
2911,00;95,56
2910,00;95,59
2909,00;95,62
2908,00;95,65
2907,00;95,67
2906,00;95,70
2905,00;95,73
2904,00;95,77
2903,00;95,81
2902,00;95,86
2901,00;95,91
2900,00;95,95
2899,00;95,99
2898,00;96,02
2897,00;96,05
2896,00;96,08
2895,00;96,11
2894,00;96,14
2893,00;96,18
2892,00;96,21
2891,00;96,24
2890,00;96,27
2889,00;96,31
2888,00;96,34
2887,00;96,38
2886,00;96,40
2885,00;96,42
2884,00;96,45
2883,00;96,48
2882,00;96,51
2881,00;96,54
2880,00;96,58
2879,00;96,61
2878,00;96,65
2877,00;96,69
2876,00;96,73
2875,00;96,75
2874,00;96,77
2873,00;96,79
2872,00;96,81
2871,00;96,84
2870,00;96,88
2869,00;96,93
2868,00;96,97
2867,00;97,00
2866,00;97,02
2865,00;97,04
2864,00;97,06
2863,00;97,10
2862,00;97,13
2861,00;97,16
2860,00;97,19
2859,00;97,21
2858,00;97,23
2857,00;97,26
2856,00;97,29
2855,00;97,32
2854,00;97,35
2853,00;97,37
2852,00;97,39
2851,00;97,41
2850,00;97,42
2849,00;97,45
2848,00;97,48
2847,00;97,51
2846,00;97,53
2845,00;97,55
2844,00;97,56
2843,00;97,57
2842,00;97,58
2841,00;97,59
2840,00;97,60
2839,00;97,62
2838,00;97,63
2837,00;97,65
2836,00;97,66
2835,00;97,67
2834,00;97,68
2833,00;97,69
2832,00;97,71
2831,00;97,73
2830,00;97,76
2829,00;97,78
2828,00;97,80
2827,00;97,81
2826,00;97,82
2825,00;97,83
2824,00;97,83
2823,00;97,85
2822,00;97,87
2821,00;97,90
2820,00;97,93
2819,00;97,95
2818,00;97,97
2817,00;97,99
2816,00;98,00
2815,00;98,02
2814,00;98,04
2813,00;98,06
2812,00;98,06
2811,00;98,07
2810,00;98,08
2809,00;98,09
2808,00;98,11
2807,00;98,13
2806,00;98,15
2805,00;98,16
2804,00;98,17
2803,00;98,17
2802,00;98,18
2801,00;98,18
2800,00;98,19
2799,00;98,20
2798,00;98,22
2797,00;98,24
2796,00;98,25
2795,00;98,26
2794,00;98,27
2793,00;98,28
2792,00;98,30
2791,00;98,32
2790,00;98,34
2789,00;98,35
2788,00;98,36
2787,00;98,37
2786,00;98,38
2785,00;98,40
2784,00;98,42
2783,00;98,43
2782,00;98,45
2781,00;98,45
2780,00;98,46
2779,00;98,47
2778,00;98,48
2777,00;98,49
2776,00;98,50
2775,00;98,50
2774,00;98,50
2773,00;98,51
2772,00;98,53
2771,00;98,54
2770,00;98,55
2769,00;98,56
2768,00;98,57
2767,00;98,58
2766,00;98,59
2765,00;98,59
2764,00;98,59
2763,00;98,59
2762,00;98,60
2761,00;98,61
2760,00;98,63
2759,00;98,64
2758,00;98,66
2757,00;98,66
2756,00;98,66
2755,00;98,66
2754,00;98,67
2753,00;98,67
2752,00;98,68
2751,00;98,68
2750,00;98,69
2749,00;98,70
2748,00;98,72
2747,00;98,74
2746,00;98,75
2745,00;98,76
2744,00;98,76
2743,00;98,75
2742,00;98,75
2741,00;98,75
2740,00;98,75
2739,00;98,75
2738,00;98,77
2737,00;98,78
2736,00;98,79
2735,00;98,79
2734,00;98,81
2733,00;98,82
2732,00;98,84
2731,00;98,85
2730,00;98,86
2729,00;98,88
2728,00;98,89
2727,00;98,89
2726,00;98,88
2725,00;98,87
2724,00;98,86
2723,00;98,85
2722,00;98,85
2721,00;98,86
2720,00;98,87
2719,00;98,88
2718,00;98,90
2717,00;98,91
2716,00;98,91
2715,00;98,92
2714,00;98,93
2713,00;98,94
2712,00;98,96
2711,00;98,96
2710,00;98,96
2709,00;98,95
2708,00;98,95
2707,00;98,95
2706,00;98,95
2705,00;98,95
2704,00;98,95
2703,00;98,96
2702,00;98,97
2701,00;98,97
2700,00;98,98
2699,00;98,99
2698,00;99,00
2697,00;99,00
2696,00;99,01
2695,00;99,01
2694,00;99,02
2693,00;99,01
2692,00;99,01
2691,00;99,00
2690,00;99,00
2689,00;99,01
2688,00;99,02
2687,00;99,01
2686,00;99,01
2685,00;99,00
2684,00;99,00
2683,00;99,00
2682,00;99,02
2681,00;99,03
2680,00;99,05
2679,00;99,06
2678,00;99,07
2677,00;99,07
2676,00;99,07
2675,00;99,06
2674,00;99,05
2673,00;99,04
2672,00;99,04
2671,00;99,04
2670,00;99,06
2669,00;99,07
2668,00;99,07
2667,00;99,08
2666,00;99,08
2665,00;99,09
2664,00;99,10
2663,00;99,11
2662,00;99,11
2661,00;99,11
2660,00;99,11
2659,00;99,10
2658,00;99,10
2657,00;99,11
2656,00;99,12
2655,00;99,12
2654,00;99,12
2653,00;99,11
2652,00;99,10
2651,00;99,10
2650,00;99,11
2649,00;99,12
2648,00;99,14
2647,00;99,14
2646,00;99,14
2645,00;99,13
2644,00;99,11
2643,00;99,11
2642,00;99,10
2641,00;99,10
2640,00;99,10
2639,00;99,10
2638,00;99,10
2637,00;99,11
2636,00;99,11
2635,00;99,10
2634,00;99,10
2633,00;99,10
2632,00;99,10
2631,00;99,11
2630,00;99,11
2629,00;99,11
2628,00;99,11
2627,00;99,11
2626,00;99,11
2625,00;99,12
2624,00;99,13
2623,00;99,14
2622,00;99,15
2621,00;99,15
2620,00;99,13
2619,00;99,11
2618,00;99,10
2617,00;99,11
